SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
MLS Listing,,Single Family Residential,21602 N 36th St,Phoenix,AZ,85050,1175000,5,4.5,DESERT RIDGE SUPERBLOCK 11 PARCEL 5,3489,7055,2013,4,337,205,Active,,,https://www.redfin.com/AZ/Phoenix/21602-N-36th-St-85050/home/27208720,ARMLS,6855826,N,Y,33.6824138,-112.0044617
MLS Listing,,Single Family Residential,7131 N 40th St,Paradise Valley,AZ,85253,3090000,2,4.0,"CLEARWATER HILLS 2 LOTS 197-198, 201-206",4571,62611,1970,5,676,,Active,,,https://www.redfin.com/AZ/Paradise-Valley/7131-N-40th-St-85253/home/27132178,ARMLS,6856303,N,Y,33.5417319,-111.9942915
MLS Listing,,Single Family Residential,2335 E Allen St,Phoenix,AZ,85042,999999,5,3.5,MANDALAY AT SOUTH MOUNTAIN PHASE 2,3892,12128,2006,5,257,240,Active,May-4-2025 10:00 AM,May-4-2025 01:00 PM,https://www.redfin.com/AZ/Phoenix/2335-E-Allen-St-85042/home/27354623,ARMLS,6849964,N,Y,33.36808,-112.0319579
MLS Listing,,Single Family Residential,1330 E Monte Way,Phoenix,AZ,85042,985000,4,3.5,VISTAL PHASE 1 RESIDENTIAL COMMUNITY,3520,10618,2020,6,280,190,Active,,,https://www.redfin.com/AZ/Phoenix/1330-E-Monte-Way-85042/home/147722744,ARMLS,6855995,N,Y,33.3607887,-112.0555242
MLS Listing,,Condo/Co-op,3825 E Camelback Rd #234,Phoenix,AZ,85018,349000,2,2.0,ARCADIA RESIDENCES CONDOMINIUM,1184,1159,1980,11,295,456,Active,,,https://www.redfin.com/AZ/Phoenix/3825-E-Camelback-Rd-85018/unit-234/home/27602064,ARMLS,6852453,N,Y,33.5094525,-111.9980348
MLS Listing,,Single Family Residential,4542 N 28th Dr,Phoenix,AZ,85017,365000,3,2.0,NORTHWEST VILLAGE 1,1960,7082,1953,11,186,,Active,,,https://www.redfin.com/AZ/Phoenix/4542-N-28th-Dr-85017/home/27209346,ARMLS,6853739,N,Y,33.5041277,-112.120636
MLS Listing,,Single Family Residential,16235 S 39th Pl,Phoenix,AZ,85048,575000,3,2.0,LAKEWOOD PARCEL 6 REPLAT,1832,8568,1988,12,314,36,Active,,,https://www.redfin.com/AZ/Phoenix/16235-S-39th-Pl-85048/home/27008515,ARMLS,6851949,N,Y,33.2982684,-111.9975766
MLS Listing,,Single Family Residential,43 E Desert Hills Dr,Phoenix,AZ,85086,995000,4,3.0,Desert Hills Custom,3058,43569,2004,12,325,,Active,,,https://www.redfin.com/AZ/Phoenix/43-E-Desert-Hills-Dr-85086/home/28235453,ARMLS,6853262,N,Y,33.8421776,-112.0721973
MLS Listing,,Single Family Residential,15615 N 47th St,Phoenix,AZ,85032,675000,4,3.0,ALCANTARA VILLAS REPLAT,2322,3468,2014,12,291,130,Active,,,https://www.redfin.com/AZ/Phoenix/15615-N-47th-St-85032/home/62192203,ARMLS,6850101,N,Y,33.628512,-111.9798292
MLS Listing,,Single Family Residential,6032 E Thunder Hawk Rd,Cave Creek,AZ,85331,1975000,4,3.5,LONE MOUNTAIN,4105,18222,2017,12,481,136,Active,,,https://www.redfin.com/AZ/Cave-Creek/6032-E-Thunder-Hawk-Rd-85331/home/27368236,ARMLS,6852371,N,Y,33.7790841,-111.9507738
MLS Listing,,Mobile/Manufactured Home,1542 E Galvin St,Phoenix,AZ,85086,424900,3,2.0,-,1466,43516,1983,12,290,,Active,,,https://www.redfin.com/AZ/Phoenix/1542-E-Galvin-St-85086/home/27520041,ARMLS,6852916,N,Y,33.8068995,-112.0484288
MLS Listing,,Single Family Residential,3419 W Via Montoya Dr,Phoenix,AZ,85027,530000,3,2.5,TERRACINA,2346,6510,1998,15,226,33,Active,,,https://www.redfin.com/AZ/Phoenix/3419-W-Via-Montoya-Dr-85027/home/26962454,ARMLS,6851300,N,Y,33.6872798,-112.1319216
MLS Listing,,Single Family Residential,9623 S 38th Ln,Laveen,AZ,85339,619900,4,3.0,DOBBINS VILLAGE AMD,2646,7212,2023,18,234,118,Active,,,https://www.redfin.com/AZ/Laveen/9623-S-38th-Ln-85339/home/185605951,ARMLS,6846627,N,Y,33.358678,-112.1419575
MLS Listing,,Single Family Residential,917 E LA Mirada Dr,Phoenix,AZ,85042,674000,3,3.0,VISTAL PHASE 1 RESIDENTIAL COMMUNITY,2261,5750,2019,18,298,190,Active,,,https://www.redfin.com/AZ/Phoenix/917-E-La-Mirada-Dr-85042/home/147722797,ARMLS,6829759,N,Y,33.3614859,-112.0622151
MLS Listing,,Single Family Residential,6325 E Helm Dr,Scottsdale,AZ,85254,905000,3,2.0,PARKWOOD VILLAGE,1968,8720,1991,18,460,,Active,,,https://www.redfin.com/AZ/Scottsdale/6325-E-Helm-Dr-85254/home/27509487,ARMLS,6849176,N,Y,33.6206313,-111.9435823
MLS Listing,,Condo/Co-op,5100 E Rancho Paloma Dr #2078,Cave Creek,AZ,85331,499900,2,2.0,RANCHO NORTH CONDOS,1420,1363,2022,19,352,309,Active,,,https://www.redfin.com/AZ/Cave-Creek/5100-E-Rancho-Paloma-Dr-85331/unit-2078/home/167615961,ARMLS,6848701,N,Y,33.7825771,-111.9710252
MLS Listing,,Single Family Residential,2417 W Sunland Ave,Phoenix,AZ,85041,520000,4,2.0,LIBERTY 1B,2821,6600,2023,19,184,103,Active,,,https://www.redfin.com/AZ/Phoenix/2417-W-Sunland-Ave-85041/home/179279444,ARMLS,6849197,N,Y,33.395601,-112.110295
MLS Listing,,Single Family Residential,523 E Pasaro Dr,Phoenix,AZ,85085,699000,3,2.0,GATEWAY AT SONORAN PRESERVE,1758,6897,2018,24,398,139,Active,,,https://www.redfin.com/AZ/Phoenix/523-E-Pasaro-Dr-85085/home/147715020,ARMLS,6847152,N,Y,33.7672509,-112.066999
MLS Listing,,Single Family Residential,11827 S Montezuma Ct,Phoenix,AZ,85044,2299000,6,6.0,AHWATUKEE CUSTOM ESTATES 2,7217,26942,1988,25,319,40,Active,,,https://www.redfin.com/AZ/Phoenix/11827-S-Montezuma-Ct-85044/home/28096066,ARMLS,6844968,N,Y,33.3384773,-112.0130868
MLS Listing,,Single Family Residential,4125 W Lydia Ln,Phoenix,AZ,85041,515000,4,3.0,VINEYARD COMMONS,3682,6050,2005,25,140,86,Active,,,https://www.redfin.com/AZ/Phoenix/4125-W-Lydia-Ln-85041/home/26907931,ARMLS,6844638,N,Y,33.3869869,-112.1477755
MLS Listing,,Single Family Residential,4138 W Barbara Ave,Phoenix,AZ,85051,419000,3,2.0,MANZANITA MANOR,1752,7806,1975,28,239,,Active,,,https://www.redfin.com/AZ/Phoenix/4138-W-Barbara-Ave-85051/home/27207104,ARMLS,6844075,N,Y,33.5637758,-112.1489768
MLS Listing,,Condo/Co-op,1326 N Central Ave #203,Phoenix,AZ,85004,450000,2,2.0,ARTISAN LOFTS ON CENTRAL PHASE 1 CONDOMINIUM,1557,839,2004,28,289,730,Active,,,https://www.redfin.com/AZ/Phoenix/1326-N-Central-Ave-85004/unit-203/home/27521260,ARMLS,6843996,N,Y,33.4632407,-112.0745109
MLS Listing,,Condo/Co-op,5450 E Deer Valley Dr #3023,Phoenix,AZ,85054,475000,2,2.0,TOSCANA VACATION SUITES CONDOMINIUM,1468,782,2008,29,324,602,Active,,,https://www.redfin.com/AZ/Phoenix/5450-E-Deer-Valley-Dr-85054/unit-3023/home/28597166,ARMLS,6843659,N,Y,33.6783173,-111.96168
MLS Listing,,Single Family Residential,1513 W Mitchell Dr,Phoenix,AZ,85015,615000,3,2.0,WESTWOOD TERRACE,1933,6268,1951,35,318,,Active,,,https://www.redfin.com/AZ/Phoenix/1513-W-Mitchell-Dr-85015/home/28006597,ARMLS,6839888,N,Y,33.488427,-112.0920143
MLS Listing,,Single Family Residential,6618 S 54th Ln,Laveen,AZ,85339,560000,5,3.0,LAVEEN CROSSING UNIT 2,4040,8589,2006,39,139,84,Active,,,https://www.redfin.com/AZ/Laveen/6618-S-54th-Ln-85339/home/28189016,ARMLS,6837831,N,Y,33.3860953,-112.1765641
MLS Listing,,Single Family Residential,7809 S 43rd Pl,Phoenix,AZ,85042,930000,4,3.5,LEGACY MOUNTAIN VILLAS,3061,8800,2018,40,304,125,Active,May-3-2025 12:00 PM,May-3-2025 03:00 PM,https://www.redfin.com/AZ/Phoenix/7809-S-43rd-Pl-85042/home/147723128,ARMLS,6838165,N,Y,33.3764112,-111.9901251
MLS Listing,,Condo/Co-op,1702 W Tuckey Ln #124,Phoenix,AZ,85015,187500,2,1.0,Olive 66 Condominiums,863,864,1985,47,217,365,Active,,,https://www.redfin.com/AZ/Phoenix/1702-W-Tuckey-Ln-85015/unit-124/home/28336080,ARMLS,6835013,N,Y,33.534834,-112.0966804
MLS Listing,,Condo/Co-op,8231 N 21st Dr Unit E101,Phoenix,AZ,85021,289900,2,2.0,EL CARO VILLAS CONDOMINIUM AMD,1653,1919,1983,63,175,354,Active,,,https://www.redfin.com/AZ/Phoenix/8231-N-21st-Dr-85021/unit-E101/home/194843365,ARMLS,6825970,N,Y,33.5570136,-112.1047402
MLS Listing,,Single Family Residential,3025 W Night Owl Ln,Phoenix,AZ,85085,699000,3,2.5,STONELEDGE AT NORTH CANYON,2582,8418,2017,74,271,102,Active,,,https://www.redfin.com/AZ/Phoenix/3025-W-Night-Owl-Ln-85085/home/95460837,ARMLS,6820929,N,Y,33.7952901,-112.124763
MLS Listing,,Single Family Residential,1640 W Charleston Ave,Phoenix,AZ,85023,399900,3,2.0,DESERT VALLEY ESTATES UNIT TWO,1566,8434,1973,74,255,,Active,,,https://www.redfin.com/AZ/Phoenix/1640-W-Charleston-Ave-85023/home/27936696,ARMLS,6820738,N,Y,33.6490898,-112.095277
MLS Listing,,Single Family Residential,2218 N Dayton St,Phoenix,AZ,85006,635000,3,2.0,PHOENICIA,1390,6650,1925,75,457,,Active,,,https://www.redfin.com/AZ/Phoenix/2218-N-Dayton-St-85006/home/28401165,ARMLS,6818393,N,Y,33.4719045,-112.059863
MLS Listing,,Single Family Residential,36923 N 31st Ave,Phoenix,AZ,85086,1250000,4,3.0,N2 NW4 NW4 SE4 SEC 35 EX E 310F TH/OF,3952,115521,2000,82,316,,Active,,,https://www.redfin.com/AZ/Phoenix/36923-N-31st-Ave-85086/home/27440080,ARMLS,6816781,N,Y,33.8200651,-112.1257333
MLS Listing,,Condo/Co-op,2929 W Yorkshire Dr #1118,Phoenix,AZ,85027,210000,1,1.0,SPRINGS AT YORKSHIRE CONDOMINIUM,616,644,1999,83,341,360,Active,,,https://www.redfin.com/AZ/Phoenix/2929-W-Yorkshire-Dr-85027/unit-1118/home/27325178,ARMLS,6815725,N,Y,33.6625209,-112.1214283
MLS Listing,,Townhouse,4334 N 19th Dr,Phoenix,AZ,85015,316000,3,1.5,TURNEY GARDENS,1171,3054,1973,85,270,7,Active,,,https://www.redfin.com/AZ/Phoenix/4334-N-19th-Dr-85015/home/27459033,ARMLS,6814719,N,Y,33.4998279,-112.1012211
MLS Listing,,Single Family Residential,9607 N 41st Dr,Phoenix,AZ,85051,425000,3,2.0,NEWCASTLE VILLAGE UNIT 2,1759,8259,1969,98,242,,Active,,,https://www.redfin.com/AZ/Phoenix/9607-N-41st-Dr-85051/home/27994228,ARMLS,6808335,N,Y,33.5732728,-112.1480324
MLS Listing,,Condo/Co-op,5250 E Deer Valley Dr #450,Phoenix,AZ,85054,1450000,2,2.5,TOSCANA AT DESERT RIDGE CONDOMINIUM 5TH AMD,2014,2028,2023,102,720,977,Active,,,https://www.redfin.com/AZ/Phoenix/5250-E-Deer-Valley-Dr-85054/unit-450/home/167624799,ARMLS,6806862,N,Y,33.6782915,-111.9650539
MLS Listing,,Condo/Co-op,6125 E Indian School Rd #180,Scottsdale,AZ,85251,230000,1,1.0,SCOTTSDALE CONDOMINIUMS AMD,519,547,1962,103,443,370,Active,,,https://www.redfin.com/AZ/Scottsdale/6125-E-Indian-School-Rd-85251/unit-180/home/27908815,ARMLS,6805944,N,Y,33.488702,-111.948601
MLS Listing,,Townhouse,2121 W Tallgrass Trl #126,Phoenix,AZ,85085,369900,2,2.0,FIRESIDE AT NORTERRA STACKED FLAT CONDOMINIUMS,1263,1260,2007,107,293,324,Active,,,https://www.redfin.com/AZ/Phoenix/2121-W-Tallgrass-Trl-85085/unit-126/home/27699738,ARMLS,6793937,N,Y,33.7494969,-112.1051558
MLS Listing,,Condo/Co-op,11640 N Tatum Blvd #2079,Phoenix,AZ,85028,455000,2,2.0,ADERRA CONDOMINIUMS,1234,1158,2007,111,369,405,Active,,,https://www.redfin.com/AZ/Phoenix/11640-N-Tatum-Blvd-85028/unit-2079/home/27409604,ARMLS,6801588,N,Y,33.5934391,-111.980879
MLS Listing,,Condo/Co-op,3600 N 5th Ave #304,Phoenix,AZ,85013,459900,4,3.0,PIERRE ON 5TH AVENUE CONDOMINIUM AMD,1889,1914,1961,124,243,447,Active,,,https://www.redfin.com/AZ/Phoenix/3600-N-5th-Ave-85013/unit-304/home/28420112,ARMLS,6797486,N,Y,33.4893981,-112.0806587
MLS Listing,,Condo/Co-op,2228 N 52nd St #240,Phoenix,AZ,85008,250000,2,2.0,PAPAGO RIDGE CONDOMINIUM,890,891,1986,145,281,254,Active,,,https://www.redfin.com/AZ/Phoenix/2228-N-52nd-St-85008/unit-240/home/27320658,ARMLS,6790028,N,Y,33.471878,-111.970669
MLS Listing,,Single Family Residential,4311 E Roma Ave,Phoenix,AZ,85018,914900,4,2.0,DATELAND HOMES LOTS 1-88,1622,6238,1953,154,564,,Active,,,https://www.redfin.com/AZ/Phoenix/4311-E-Roma-Ave-85018/home/28403256,ARMLS,6788660,N,Y,33.5005864,-111.9883823
MLS Listing,,Single Family Residential,7704 S 23rd Ln,Phoenix,AZ,85041,529999,4,2.5,SILVA MOUNTAIN UNIT 1,2522,10912,2013,179,210,93,Active,,,https://www.redfin.com/AZ/Phoenix/7704-S-23rd-Ln-85041/home/28420808,ARMLS,6777624,N,Y,33.3772652,-112.1097155
MLS Listing,,Townhouse,6021 N 31st Ave,Phoenix,AZ,85017,250000,3,2.0,VILLA CHARME 2,1298,2919,1971,1,193,220,Active,,,https://www.redfin.com/AZ/Phoenix/6021-N-31st-Ave-85017/home/27059323,ARMLS,6854866,N,Y,33.5248639,-112.1245293
MLS Listing,,Single Family Residential,937 W Cocopah St,Phoenix,AZ,85007,360000,3,2.0,RIVERA TRACT,1352,5126,1971,1,266,,Active,,,https://www.redfin.com/AZ/Phoenix/937-W-Cocopah-St-85007/home/27404931,ARMLS,6857890,N,Y,33.4319407,-112.0861778
MLS Listing,,Single Family Residential,2821 E Pontiac Dr,Phoenix,AZ,85050,540000,3,2.75,AUTUMN HILLS WEST,2096,6448,1994,1,258,,Active,,,https://www.redfin.com/AZ/Phoenix/2821-E-Pontiac-Dr-85050/home/27507075,ARMLS,6854968,N,Y,33.6699213,-112.0222763
MLS Listing,,Single Family Residential,3531 E Onyx Ave,Phoenix,AZ,85028,1395000,4,3.0,Phoenix,2393,11784,1960,1,583,,Active,,,https://www.redfin.com/AZ/Phoenix/3531-E-Onyx-Ave-85028/home/27215977,NAZMLS,200466,N,Y,33.5774867,-112.0059087
MLS Listing,,Single Family Residential,1720 E Thunderbird Rd #2087,Phoenix,AZ,85022,195000,1,1.0,CLIFFS AT NORTH MOUNTAIN CONDOMINIUM,581,572,1987,1,336,224,Active,,,https://www.redfin.com/AZ/Phoenix/1720-E-Thunderbird-Rd-85022/unit-2087/home/27764274,ARMLS,6858466,N,Y,33.600022,-112.0448526
MLS Listing,,Townhouse,4714 E Pueblo Ave,Phoenix,AZ,85040,180000,2,1.0,HALLCRAFT VILLAS EAST CONDOMINIUM,924,1046,1972,1,195,180,Active,,,https://www.redfin.com/AZ/Phoenix/4714-E-Pueblo-Ave-85040/home/27858611,ARMLS,6858462,N,Y,33.408186,-111.979616
MLS Listing,,Townhouse,4107 E Bloomfield Rd,Phoenix,AZ,85032,455000,2,2.0,LAS HACIENDAS DE PARADISE VILLAGE,1257,2663,1980,1,362,315,Active,,,https://www.redfin.com/AZ/Phoenix/4107-E-Bloomfield-Rd-85032/home/27688774,ARMLS,6858458,N,Y,33.5996718,-111.9935021
MLS Listing,,Single Family Residential,55 E Pierson St,Phoenix,AZ,85012,1250000,3,1.5,ST FRANCIS PLACE,2300,19971,1939,1,543,,Active,,,https://www.redfin.com/AZ/Phoenix/55-E-Pierson-St-85012/home/27744213,ARMLS,6858438,N,Y,33.5067353,-112.0711575
MLS Listing,,Single Family Residential,1634 W Red Bird Rd,Phoenix,AZ,85085,829000,5,4.0,DYNAMITE MOUNTAIN RANCH PCD PHASE 2 SECTION 31 PAR,2909,6819,2011,1,285,165,Active,,,https://www.redfin.com/AZ/Phoenix/1634-W-Red-Bird-Rd-85085/home/28593509,ARMLS,6858425,N,Y,33.7293022,-112.0942371
MLS Listing,,Single Family Residential,8110 N 18th Pl,Phoenix,AZ,85020,965000,4,3.0,NORTHERN FOOTHILLS LOTS 1 THRU 78,2726,9868,1979,1,354,,Active,,,https://www.redfin.com/AZ/Phoenix/8110-N-18th-Pl-85020/home/28076343,ARMLS,6857982,N,Y,33.5546645,-112.042535
MLS Listing,,Single Family Residential,2913 E Earll Dr,Phoenix,AZ,85016,529000,4,2.0,EASTWOOD PARK,1423,7161,1950,1,372,,Active,,,https://www.redfin.com/AZ/Phoenix/2913-E-Earll-Dr-85016/home/27723560,ARMLS,6858407,N,Y,33.4838723,-112.0187917
MLS Listing,,Single Family Residential,4915 N Ascent Dr,Scottsdale,AZ,85251,6546089,4,4.5,PHOENICIAN,4600,7700,2026,1,1423,472,Active,,,https://www.redfin.com/AZ/Scottsdale/4915-N-Ascent-Dr-85251/home/188088182,ARMLS,6858331,N,Y,33.507928,-111.946024
MLS Listing,,Condo/Co-op,10610 S 48th St #1074,Phoenix,AZ,85044,259000,2,2.0,DESERT FOOTHILLS VILLAS,960,916,1986,1,270,272,Active,,,https://www.redfin.com/AZ/Phoenix/10610-S-48th-St-85044/unit-1074/home/191311066,ARMLS,6858310,N,Y,33.3510482,-111.9813252
MLS Listing,,Single Family Residential,3538 W Sierra Vista Dr,Phoenix,AZ,85019,439900,3,2.0,WEST PLAZA 9 LOT 1249-1410,1416,6673,1959,1,311,,Active,,,https://www.redfin.com/AZ/Phoenix/3538-W-Sierra-Vista-Dr-85019/home/27897434,ARMLS,6858304,N,Y,33.5321548,-112.136073
MLS Listing,,Single Family Residential,1941 E Hazelwood St,Phoenix,AZ,85016,595000,3,2.0,HIGHLAND ESTATES,1753,7684,1958,1,339,,Active,,,https://www.redfin.com/AZ/Phoenix/1941-E-Hazelwood-St-85016/home/27215332,ARMLS,6858291,N,Y,33.5040158,-112.0392627
MLS Listing,,Single Family Residential,4209 N 48th Ave,Phoenix,AZ,85031,354900,3,2.0,MARYVALE TERRACE LOTS 1-180,1140,6438,1954,1,311,,Active,,,https://www.redfin.com/AZ/Phoenix/4209-N-48th-Ave-85031/home/27696653,ARMLS,6858286,N,Y,33.4970587,-112.1619134
MLS Listing,,Multi-Family (2-4 Unit),9450 N 17th Ave,Phoenix,AZ,85021,532323,,,IDLE EASE,,,1964,1,,,Active,,,https://www.redfin.com/AZ/Phoenix/9450-N-17th-Ave-85021/home/28236650,ARMLS,6858278,N,Y,33.5729631,-112.0957182
MLS Listing,,Mobile/Manufactured Home,1802 E Campo Bello Dr #29,Phoenix,AZ,85022,90000,3,2.0,Shadow Hills,1232,,2006,1,73,,Active,,,https://www.redfin.com/AZ/Phoenix/1802-E-Campo-Bello-Dr-85022/unit-29/home/195547174,ARMLS,6858280,N,Y,33.6464742,-112.0419643
MLS Listing,,Condo/Co-op,2121 W Royal Palm Rd #2049,Phoenix,AZ,85021,155000,1,1.0,ROYAL PALM VILLAGE CONDOMINIUMS,632,741,1980,1,245,188,Active,,,https://www.redfin.com/AZ/Phoenix/2121-W-Royal-Palm-Rd-85021/unit-2049/home/28201771,ARMLS,6858273,N,Y,33.5548628,-112.1057986
MLS Listing,,Single Family Residential,1450 E Topeka Dr,Phoenix,AZ,85024,404900,3,2.0,COUNTRY HILLS 2 LOT 201-362 TR A,1136,5808,1986,1,356,,Active,,,https://www.redfin.com/AZ/Phoenix/1450-E-Topeka-Dr-85024/home/27632970,ARMLS,6858264,N,Y,33.6599998,-112.0503292
MLS Listing,,Single Family Residential,7936 S 7th Way,Phoenix,AZ,85042,504999,3,2.0,VILLAGES AT VERONA,1734,6095,2016,1,291,202,Active,,,https://www.redfin.com/AZ/Phoenix/7936-S-7th-Way-85042/home/63534883,ARMLS,6858252,N,Y,33.3744444,-112.0655602
MLS Listing,,Single Family Residential,3831 E Highland Ave,Phoenix,AZ,85018,1499000,3,2.0,HIGHLANDVIEW,1816,12402,1955,1,825,,Active,,,https://www.redfin.com/AZ/Phoenix/3831-E-Highland-Ave-85018/home/27219389,ARMLS,6858244,N,Y,33.5064654,-111.9983075
MLS Listing,,Single Family Residential,5038 N 20th Ave,Phoenix,AZ,85015,415000,4,2.0,Chesterfield,1365,7018,1953,1,304,,Active,,,https://www.redfin.com/AZ/Phoenix/5038-N-20th-Ave-85015/home/28231764,ARMLS,6858232,N,Y,33.5108576,-112.102653
MLS Listing,,Single Family Residential,5607 N 23rd Ave,Phoenix,AZ,85015,389000,3,2.0,BETHANY VILLA 1,1500,8943,1952,1,259,,Active,,,https://www.redfin.com/AZ/Phoenix/5607-N-23rd-Ave-85015/home/26953084,ARMLS,6858222,N,Y,33.5190545,-112.1080801
MLS Listing,,Single Family Residential,2302 E Sheraton Ln,Phoenix,AZ,85040,340000,4,1.75,Sheraton Park Unit 2,1196,6011,1971,1,284,,Active,,,https://www.redfin.com/AZ/Phoenix/2302-E-Sheraton-Ln-85040/home/27418108,ARMLS,6858206,N,Y,33.4013529,-112.0320851
MLS Listing,,Townhouse,4343 N 21st St #213,Phoenix,AZ,85016,441500,3,2.0,BILTMORE PALMS CONDOMINIUM,1296,758,1998,1,341,390,Active,,,https://www.redfin.com/AZ/Phoenix/4343-N-21st-St-85016/unit-213/home/28397019,ARMLS,6858204,N,Y,33.5000212,-112.0359816
MLS Listing,,Mobile/Manufactured Home,19401 N 7th St #35,Phoenix,AZ,85024,50000,2,1.0,Bonaventure,768,,1972,1,65,,Active,,,https://www.redfin.com/AZ/Phoenix/19401-N-7th-St-85024/unit-35/home/195545864,ARMLS,6858203,N,Y,33.6597819,-112.0625284
MLS Listing,,Single Family Residential,3311 E Harvard St,Phoenix,AZ,85008,390000,3,2.0,DALTON PARK 2 LOTS 37-66,962,7414,1950,1,405,,Active,,,https://www.redfin.com/AZ/Phoenix/3311-E-Harvard-St-85008/home/27557269,ARMLS,6858198,N,Y,33.4738034,-112.0101802
MLS Listing,,Single Family Residential,7252 N Central Ave,Phoenix,AZ,85020,1750000,4,3.0,ORANGEWOOD LOT 20 BLOCK 5,2641,25419,1897,1,663,,Active,,,https://www.redfin.com/AZ/Phoenix/7252-N-Central-Ave-85020/home/28387407,ARMLS,6858194,N,Y,33.5435698,-112.0742534
MLS Listing,,Single Family Residential,2602 E Jones Ave,Phoenix,AZ,85040,225000,2,1.0,SOUTHSIDE HOMESITES,864,5998,1963,1,260,,Active,,,https://www.redfin.com/AZ/Phoenix/2602-E-Jones-Ave-85040/home/27515153,ARMLS,6858162,N,Y,33.4107521,-112.0255719
MLS Listing,,Mobile/Manufactured Home,8221 S 9th St,Phoenix,AZ,85042,270000,2,1.5,,781,6160,1980,1,346,,Active,,,https://www.redfin.com/AZ/Phoenix/8221-S-9th-St-85042/home/167694474,ARMLS,6858160,N,Y,33.3713491,-112.0614618
MLS Listing,,Single Family Residential,4640 E Glenrosa Ave,Phoenix,AZ,85018,2300000,4,4.5,"JEFFERY LEIGH LOTS 1-20, 26-64",3640,5942,2025,1,632,,Active,May-3-2025 11:00 AM,May-3-2025 03:00 PM,https://www.redfin.com/AZ/Phoenix/4640-E-Glenrosa-Ave-85018/home/28215328,ARMLS,6830853,N,Y,33.4976222,-111.9811387
MLS Listing,,Single Family Residential,302 E Acapulco Ln,Phoenix,AZ,85022,824900,4,2.0,SUNSET NORTH UNIT 6,2478,10093,1974,1,333,,Active,,,https://www.redfin.com/AZ/Phoenix/302-E-Acapulco-Ln-85022/home/27640932,ARMLS,6858157,N,Y,33.6244267,-112.0695261
MLS Listing,,Single Family Residential,3946 W Monte Vista Rd,Phoenix,AZ,85009,285000,3,1.0,DEL MONTE VILLAGE 5,842,6085,1956,1,338,,Active,,,https://www.redfin.com/AZ/Phoenix/3946-W-Monte-Vista-Rd-85009/home/27825352,ARMLS,6858147,N,Y,33.4719212,-112.1449492
MLS Listing,,Single Family Residential,2021 W Clarendon Ave,Phoenix,AZ,85015,550000,4,2.0,WESTWOOD ESTATES PLAT 3,1710,8059,1950,1,322,,Active,May-3-2025 12:00 PM,May-3-2025 03:00 PM,https://www.redfin.com/AZ/Phoenix/2021-W-Clarendon-Ave-85015/home/27409539,ARMLS,6858145,N,Y,33.4911344,-112.1030451
MLS Listing,,Single Family Residential,717 E State Ave,Phoenix,AZ,85020,609900,3,2.0,Northwood Homes,1588,7484,1952,1,384,,Active,,,https://www.redfin.com/AZ/Phoenix/717-E-State-Ave-85020/home/26973751,ARMLS,6858131,N,Y,33.5439375,-112.0642071
MLS Listing,,Multi-Family (2-4 Unit),6225 N 10th Pl,Phoenix,AZ,85014,750000,,,BEVERLY GLEN,,13493,1959,1,,,Active,,,https://www.redfin.com/AZ/Phoenix/6225-N-10th-Pl-85014/home/27737810,ARMLS,6858134,N,Y,33.5283958,-112.0586521
MLS Listing,,Single Family Residential,3948 E Monterosa St,Phoenix,AZ,85018,680000,0,,RANCHO DEL MONTE UNIT 3,1080,9021,1953,1,630,,Active,,,https://www.redfin.com/AZ/Phoenix/3948-E-Monterosa-St-85018/home/27535975,ARMLS,6858102,N,Y,33.4963823,-111.9957367
MLS Listing,,Single Family Residential,4750 N 50th Ave,Phoenix,AZ,85031,399900,4,2.0,MARYVALE TERRACE,1750,6761,1956,1,229,,Active,,,https://www.redfin.com/AZ/Phoenix/4750-N-50th-Ave-85031/home/28171584,ARMLS,6858093,N,Y,33.5071814,-112.1672898
MLS Listing,,Single Family Residential,735 E Desert Ln,Phoenix,AZ,85042,389900,4,3.0,ALTO DESIERTO,1624,16596,1985,1,240,,Active,,,https://www.redfin.com/AZ/Phoenix/735-E-Desert-Ln-85042/home/27244206,ARMLS,6858075,N,Y,33.3715776,-112.0643609
MLS Listing,,Single Family Residential,103 W Tanya Rd,Phoenix,AZ,85086,1100000,4,3.5,metes and bounds,2650,55034,2008,1,415,,Active,,,https://www.redfin.com/AZ/Phoenix/103-W-Tanya-Rd-85086/home/27774673,ARMLS,6858068,N,Y,33.8387563,-112.0754543
MLS Listing,,Single Family Residential,4245 E Yawepe St,Phoenix,AZ,85044,550000,3,2.0,AHWATUKEE RS-6,1986,7710,1979,1,277,86,Active,,,https://www.redfin.com/AZ/Phoenix/4245-E-Yawepe-St-85044/home/27255327,ARMLS,6858051,N,Y,33.3438194,-111.9918972
